NACA0009
 1.00000     0.00500
 0.99280     0.00587
 0.97989     0.00741
 0.96352     0.00933
 0.94455     0.01149
 0.92350     0.01383
 0.90075     0.01628
 0.87658     0.01880
 0.85123     0.02136
 0.82489     0.02391
 0.79774     0.02644
 0.76991     0.02891
 0.74154     0.03132
 0.71275     0.03364
 0.68365     0.03584
 0.65434     0.03792
 0.62492     0.03986
 0.59547     0.04163
 0.56607     0.04322
 0.53680     0.04462
 0.50774     0.04581
 0.47895     0.04677
 0.45050     0.04750
 0.42246     0.04798
 0.39488     0.04821
 0.36782     0.04817
 0.34135     0.04787
 0.31551     0.04731
 0.29035     0.04649
 0.26594     0.04541
 0.24231     0.04410
 0.21951     0.04256
 0.19760     0.04081
 0.17661     0.03887
 0.15660     0.03677
 0.13760     0.03454
 0.11965     0.03219
 0.10280     0.02975
 0.08709     0.02726
 0.07256     0.02473
 0.05924     0.02218
 0.04717     0.01964
 0.03639     0.01712
 0.02694     0.01463
 0.01885     0.01216
 0.01215     0.00973
 0.00688     0.00731
 0.00308     0.00490
 0.00078     0.00247
 0.00000     0.00000
 0.00078    -0.00247
 0.00308    -0.00490
 0.00688    -0.00731
 0.01215    -0.00973
 0.01885    -0.01216
 0.02694    -0.01463
 0.03639    -0.01712
 0.04717    -0.01964
 0.05924    -0.02218
 0.07256    -0.02473
 0.08709    -0.02726
 0.10280    -0.02975
 0.11965    -0.03219
 0.13760    -0.03454
 0.15660    -0.03677
 0.17661    -0.03887
 0.19760    -0.04081
 0.21951    -0.04256
 0.24231    -0.04410
 0.26594    -0.04541
 0.29035    -0.04649
 0.31551    -0.04731
 0.34135    -0.04787
 0.36782    -0.04817
 0.39488    -0.04821
 0.42246    -0.04798
 0.45050    -0.04750
 0.47895    -0.04677
 0.50774    -0.04581
 0.53680    -0.04462
 0.56607    -0.04322
 0.59547    -0.04163
 0.62492    -0.03986
 0.65434    -0.03792
 0.68365    -0.03584
 0.71275    -0.03364
 0.74154    -0.03132
 0.76991    -0.02891
 0.79774    -0.02644
 0.82489    -0.02391
 0.85123    -0.02136
 0.87658    -0.01880
 0.90075    -0.01628
 0.92350    -0.01383
 0.94455    -0.01149
 0.96352    -0.00933
 0.97989    -0.00741
 0.99280    -0.00587
 1.00000    -0.00500
