NACA0010
 1.00000     0.00500
 0.99280     0.00580
 0.97989     0.00722
 0.96352     0.00899
 0.94455     0.01100
 0.92350     0.01317
 0.90075     0.01546
 0.87658     0.01782
 0.85123     0.02022
 0.82489     0.02264
 0.79774     0.02506
 0.76991     0.02745
 0.74154     0.02981
 0.71275     0.03210
 0.68365     0.03433
 0.65434     0.03647
 0.62492     0.03851
 0.59547     0.04043
 0.56607     0.04223
 0.53680     0.04389
 0.50774     0.04540
 0.47895     0.04673
 0.45050     0.04789
 0.42246     0.04884
 0.39488     0.04958
 0.36782     0.05010
 0.34135     0.05037
 0.31551     0.05040
 0.29035     0.05015
 0.26594     0.04964
 0.24231     0.04885
 0.21951     0.04776
 0.19760     0.04640
 0.17661     0.04475
 0.15660     0.04283
 0.13760     0.04065
 0.11965     0.03823
 0.10280     0.03561
 0.08709     0.03281
 0.07256     0.02987
 0.05924     0.02684
 0.04717     0.02376
 0.03639     0.02066
 0.02694     0.01758
 0.01885     0.01455
 0.01215     0.01157
 0.00688     0.00865
 0.00308     0.00577
 0.00078     0.00290
 0.00000     0.00000
 0.00078    -0.00290
 0.00308    -0.00577
 0.00688    -0.00865
 0.01215    -0.01157
 0.01885    -0.01455
 0.02694    -0.01758
 0.03639    -0.02066
 0.04717    -0.02376
 0.05924    -0.02684
 0.07256    -0.02987
 0.08709    -0.03281
 0.10280    -0.03561
 0.11965    -0.03823
 0.13760    -0.04065
 0.15660    -0.04283
 0.17661    -0.04475
 0.19760    -0.04640
 0.21951    -0.04776
 0.24231    -0.04885
 0.26594    -0.04964
 0.29035    -0.05015
 0.31551    -0.05040
 0.34135    -0.05037
 0.36782    -0.05010
 0.39488    -0.04958
 0.42246    -0.04884
 0.45050    -0.04789
 0.47895    -0.04673
 0.50774    -0.04540
 0.53680    -0.04389
 0.56607    -0.04223
 0.59547    -0.04043
 0.62492    -0.03851
 0.65434    -0.03647
 0.68365    -0.03433
 0.71275    -0.03210
 0.74154    -0.02981
 0.76991    -0.02745
 0.79774    -0.02506
 0.82489    -0.02264
 0.85123    -0.02022
 0.87658    -0.01782
 0.90075    -0.01546
 0.92350    -0.01317
 0.94455    -0.01100
 0.96352    -0.00899
 0.97989    -0.00722
 0.99280    -0.00580
 1.00000    -0.00500
