Viper_body

Right Surface Points
        x()          y()          z()
        0.088          0.046         -0.054
        0.088          0.045         -0.061
        0.088          0.043         -0.068
        0.088          0.041         -0.074
        0.088          0.038         -0.080
        0.088          0.035         -0.085
        0.088          0.031         -0.089
        0.088          0.026         -0.093
        0.088          0.021         -0.096
        0.088          0.015         -0.098
        0.088          0.008         -0.100
        0.088          0.000         -0.100

  Cross Section  27
        0.102          0.000          0.129
        0.102          0.008          0.129
        0.102          0.014          0.127
        0.102          0.021          0.124
        0.102          0.026          0.121
        0.102          0.030          0.116
        0.102          0.034          0.111
        0.102          0.038          0.104
        0.102          0.040          0.097
        0.102          0.043          0.090
        0.102          0.044          0.082
        0.102          0.046          0.073
        0.102          0.047          0.064
        0.102          0.048          0.055
        0.102          0.048          0.046
        0.102          0.048          0.036
        0.102          0.049          0.027
        0.102          0.049          0.017
        0.102          0.049          0.007
        0.102          0.049         -0.002
        0.102          0.049         -0.011
        0.102          0.048         -0.021
        0.102          0.048         -0.029
        0.102          0.048         -0.038
        0.102          0.047         -0.046
        0.102          0.046         -0.054
        0.102          0.044         -0.061
        0.102          0.043         -0.068
        0.102          0.040         -0.074
        0.102          0.038         -0.080
        0.102          0.034         -0.085
        0.102          0.030         -0.089
        0.102          0.026         -0.093
        0.102          0.021         -0.096
        0.102          0.014         -0.098
        0.102          0.008         -0.100
        0.102          0.000         -0.100

  Cross Section  28
        0.115          0.000          0.135
        0.115          0.008          0.134
        0.115          0.014          0.132
        0.115          0.020          0.130
        0.115          0.026          0.126
        0.115          0.030          0.121
        0.115          0.034          0.115
        0.115          0.037          0.109
        0.115          0.040          0.102
        0.115          0.042          0.094
        0.115          0.044          0.085
        0.115          0.045          0.077
        0.115          0.046          0.067
        0.115          0.047          0.058
        0.115          0.048          0.048
        0.115          0.048          0.038
        0.115          0.048          0.028
        0.115          0.048          0.019
        0.115          0.048          0.009
        0.115          0.048         -0.001
        0.115          0.048         -0.010
        0.115          0.048         -0.020
        0.115          0.048         -0.029
        0.115          0.047         -0.037
        0.115          0.046         -0.046
        0.115          0.045         -0.053
        0.115          0.044         -0.061
        0.115          0.042         -0.068
        0.115          0.040         -0.074
        0.115          0.037         -0.080
        0.115          0.034         -0.085
        0.115          0.030         -0.089
        0.115          0.026         -0.093
        0.115          0.020         -0.096
        0.115          0.014         -0.098
        0.115          0.008         -0.100
        0.115          0.000         -0.100

  Cross Section  29
        0.127          0.000          0.140
        0.127          0.008          0.139
        0.127          0.014          0.138
        0.127          0.020          0.135
        0.127          0.025          0.131
        0.127          0.030          0.126
        0.127          0.034          0.120
        0.127          0.037          0.113
        0.127          0.040          0.106
        0.127          0.042          0.098
        0.127          0.044          0.089
        0.127          0.045          0.080
        0.127          0.046          0.070
        0.127          0.047          0.061
        0.127          0.047          0.051
        0.127          0.048          0.040
        0.127          0.048          0.030
        0.127          0.048          0.020
        0.127          0.048          0.010
        0.127          0.048          0.000
        0.127          0.048         -0.010
        0.127          0.048         -0.019
        0.127          0.047         -0.028
        0.127          0.047         -0.037
        0.127          0.046         -0.045
        0.127          0.045         -0.053
        0.127          0.044         -0.061
        0.127          0.042         -0.067
        0.127          0.040         -0.074
        0.127          0.037         -0.080
        0.127          0.034         -0.085
        0.127          0.030         -0.089
        0.127          0.025         -0.093
        0.127          0.020         -0.096
        0.127          0.014         -0.098
        0.127          0.008         -0.100
        0.127          0.000         -0.100

  Cross Section  30
        0.138          0.000          0.145
        0.138          0.007          0.145
        0.138          0.014          0.143
        0.138          0.020          0.140
        0.138          0.025          0.135
        0.138          0.030          0.130
        0.138          0.033          0.124
        0.138          0.037          0.117
        0.138          0.039          0.110
        0.138          0.041          0.101
        0.138          0.043          0.092
        0.138          0.045          0.083
        0.138          0.046          0.073
        0.138          0.046          0.063
        0.138          0.047          0.053
        0.138          0.047          0.043
        0.138          0.047          0.032
        0.138          0.047          0.022
        0.138          0.047          0.011
        0.138          0.047          0.001
        0.138          0.047         -0.009
        0.138          0.047         -0.018
        0.138          0.047         -0.027
        0.138          0.046         -0.036
        0.138          0.046         -0.045
        0.138          0.045         -0.053
        0.138          0.043         -0.060
        0.138          0.041         -0.067
        0.138          0.039         -0.074
        0.138          0.037         -0.080
        0.138          0.033         -0.085
        0.138          0.030         -0.089
        0.138          0.025         -0.093
        0.138          0.020         -0.096
        0.138          0.014         -0.098
        0.138          0.007         -0.100
        0.138          0.000         -0.100

  Cross Section  31
        0.149          0.000          0.150
        0.149          0.007          0.149
        0.149          0.014          0.148
        0.149          0.020          0.144
        0.149          0.025          0.140
        0.149          0.029          0.135
        0.149          0.033          0.128
        0.149          0.036          0.121
        0.149          0.039          0.113
        0.149          0.041          0.105
        0.149          0.043          0.096
        0.149          0.044          0.086
        0.149          0.045          0.076
        0.149          0.046          0.066
        0.149          0.046          0.055
        0.149          0.047          0.044
        0.149          0.047          0.034
        0.149          0.047          0.023
        0.149          0.047          0.013
        0.149          0.047          0.002
        0.149          0.047         -0.008
        0.149          0.047         -0.018
        0.149          0.046         -0.027
        0.149          0.046         -0.036
        0.149          0.045         -0.044
        0.149          0.044         -0.053
        0.149          0.043         -0.060
        0.149          0.041         -0.067
        0.149          0.039         -0.074
        0.149          0.036         -0.080
        0.149          0.033         -0.085
        0.149          0.029         -0.089
        0.149          0.025         -0.093
        0.149          0.020         -0.096
        0.149          0.014         -0.098
        0.149          0.007         -0.100
        0.149          0.000         -0.100

  Cross Section  32
        0.160          0.000          0.155
        0.160          0.007          0.154
        0.160          0.014          0.152
        0.160          0.020          0.149
        0.160          0.025          0.144
        0.160          0.029          0.139
        0.160          0.033          0.132
        0.160          0.036          0.125
        0.160          0.038          0.117
        0.160          0.041          0.108
        0.160          0.042          0.099
        0.160          0.044          0.089
        0.160          0.045          0.079
        0.160          0.045          0.068
        0.160          0.046          0.057
        0.160          0.046          0.046
        0.160          0.046          0.035
        0.160          0.046          0.024
        0.160          0.046          0.014
        0.160          0.046          0.003
        0.160          0.046         -0.007
        0.160          0.046         -0.017
        0.160          0.046         -0.026
        0.160          0.045         -0.035
        0.160          0.045         -0.044
        0.160          0.044         -0.052
        0.160          0.042         -0.060
        0.160          0.041         -0.067
        0.160          0.038         -0.074
        0.160          0.036         -0.079
        0.160          0.033         -0.085
        0.160          0.029         -0.089
        0.160          0.025         -0.093
        0.160          0.020         -0.096
        0.160          0.014         -0.098
        0.160          0.007         -0.100
        0.160          0.000         -0.100

  Cross Section  33
        0.171          0.000          0.159
        0.171          0.007          0.159
        0.171          0.014          0.156
        0.171          0.019          0.153
        0.171          0.024          0.148
        0.171          0.029          0.143
        0.171          0.032          0.136
        0.171          0.035          0.129
        0.171          0.038          0.120
        0.171          0.040          0.111
        0.171          0.042          0.102
        0.171          0.043          0.092
        0.171          0.044          0.081
        0.171          0.045          0.070
        0.171          0.045          0.059
        0.171          0.046          0.048
        0.171          0.046          0.037
        0.171          0.046          0.026
        0.171          0.046          0.015
        0.171          0.046          0.004
        0.171          0.046         -0.006
        0.171          0.046         -0.016
        0.171          0.045         -0.026
        0.171          0.045         -0.035
        0.171          0.044         -0.044
        0.171          0.043         -0.052
        0.171          0.042         -0.060
        0.171          0.040         -0.067
        0.171          0.038         -0.073
        0.171          0.035         -0.079
        0.171          0.032         -0.085
        0.171          0.029         -0.089
        0.171          0.024         -0.093
        0.171          0.019         -0.096
        0.171          0.014         -0.098
        0.171          0.007         -0.100
        0.171          0.000         -0.100

  Cross Section  34
        0.183          0.000          0.163
        0.183          0.007          0.162
        0.183          0.014          0.160
        0.183          0.019          0.157
        0.183          0.024          0.152
        0.183          0.028          0.146
        0.183          0.032          0.140
        0.183          0.035          0.132
        0.183          0.038          0.123
        0.183          0.040          0.114
        0.183          0.041          0.104
        0.183          0.043          0.094
        0.183          0.044          0.083
        0.183          0.044          0.072
        0.183          0.045          0.061
        0.183          0.045          0.050
        0.183          0.045          0.038
        0.183          0.045          0.027
        0.183          0.045          0.016
        0.183          0.045          0.005
        0.183          0.045         -0.006
        0.183          0.045         -0.016
        0.183          0.045         -0.025
        0.183          0.044         -0.035
        0.183          0.044         -0.043
        0.183          0.043         -0.052
        0.183          0.041         -0.060
        0.183          0.040         -0.067
        0.183          0.038         -0.073
        0.183          0.035         -0.079
        0.183          0.032         -0.085
        0.183          0.028         -0.089
        0.183          0.024         -0.093
        0.183          0.019         -0.096
        0.183          0.014         -0.098
        0.183          0.007         -0.100
        0.183          0.000         -0.100

  Cross Section  35
        0.196          0.000          0.167
        0.196          0.007          0.166
        0.196          0.013          0.164
        0.196          0.019          0.160
        0.196          0.024          0.155
        0.196          0.028          0.150
        0.196          0.032          0.143
        0.196          0.035          0.135
        0.196          0.037          0.126
        0.196          0.039          0.117
        0.196          0.041          0.107
        0.196          0.042          0.096
        0.196          0.043          0.085
        0.196          0.044          0.074
        0.196          0.044          0.063
        0.196          0.045          0.051
        0.196          0.045          0.039
        0.196          0.045          0.028
        0.196          0.045          0.017
        0.196          0.045          0.006
        0.196          0.045         -0.005
        0.196          0.045         -0.015
        0.196          0.044         -0.025
        0.196          0.044         -0.034
        0.196          0.043         -0.043
        0.196          0.042         -0.052
        0.196          0.041         -0.059
        0.196          0.039         -0.067
        0.196          0.037         -0.073
        0.196          0.035         -0.079
        0.196          0.032         -0.085
        0.196          0.028         -0.089
        0.196          0.024         -0.093
        0.196          0.019         -0.096
        0.196          0.013         -0.098
        0.196          0.007         -0.100
        0.196          0.000         -0.100

  Cross Section  36
        0.210          0.000          0.170
        0.210          0.007          0.169
        0.210          0.013          0.167
        0.210          0.019          0.163
        0.210          0.023          0.158
        0.210          0.028          0.152
        0.210          0.031          0.145
        0.210          0.034          0.137
        0.210          0.037          0.128
        0.210          0.039          0.119
        0.210          0.040          0.109
        0.210          0.042          0.098
        0.210          0.043          0.087
        0.210          0.043          0.075
        0.210          0.044          0.064
        0.210          0.044          0.052
        0.210          0.044          0.040
        0.210          0.044          0.029
        0.210          0.044          0.017
        0.210          0.044          0.006
        0.210          0.044         -0.004
        0.210          0.044         -0.015
        0.210          0.044         -0.025
        0.210          0.043         -0.034
        0.210          0.043         -0.043
        0.210          0.042         -0.051
        0.210          0.040         -0.059
        0.210          0.039         -0.067
        0.210          0.037         -0.073
        0.210          0.034         -0.079
        0.210          0.031         -0.085
        0.210          0.028         -0.089
        0.210          0.023         -0.093
        0.210          0.019         -0.096
        0.210          0.013         -0.098
        0.210          0.007         -0.100
        0.210          0.000         -0.100

  Cross Section  37
        0.226          0.000          0.172
        0.226          0.007          0.171
        0.226          0.013          0.169
        0.226          0.018          0.165
        0.226          0.023          0.160
        0.226          0.027          0.154
        0.226          0.031          0.147
        0.226          0.034          0.139
        0.226          0.036          0.130
        0.226          0.038          0.121
        0.226          0.040          0.110
        0.226          0.041          0.099
        0.226          0.042          0.088
        0.226          0.043          0.077
        0.226          0.043          0.065
        0.226          0.043          0.053
        0.226          0.044          0.041
        0.226          0.044          0.030
        0.226          0.044          0.018
        0.226          0.044          0.007
        0.226          0.044         -0.004
        0.226          0.043         -0.014
        0.226          0.043         -0.024
        0.226          0.043         -0.034
        0.226          0.042         -0.043
        0.226          0.041         -0.051
        0.226          0.040         -0.059
        0.226          0.038         -0.066
        0.226          0.036         -0.073
        0.226          0.034         -0.079
        0.226          0.031         -0.085
        0.226          0.027         -0.089
        0.226          0.023         -0.093
        0.226          0.018         -0.096
        0.226          0.013         -0.098
        0.226          0.007         -0.100
        0.226          0.000         -0.100

  Cross Section  38
        0.248          0.000          0.173
        0.248          0.007          0.173
        0.248          0.013          0.170
        0.248          0.018          0.167
        0.248          0.023          0.162
        0.248          0.027          0.156
        0.248          0.030          0.148
        0.248          0.033          0.140
        0.248          0.036          0.131
        0.248          0.038          0.121
        0.248          0.039          0.111
        0.248          0.040          0.100
        0.248          0.041          0.089
        0.248          0.042          0.077
        0.248          0.042          0.065
        0.248          0.043          0.054
        0.248          0.043          0.042
        0.248          0.043          0.030
        0.248          0.043          0.018
        0.248          0.043          0.007
        0.248          0.043         -0.004
        0.248          0.043         -0.014
        0.248          0.042         -0.024
        0.248          0.042         -0.034
        0.248          0.041         -0.043
        0.248          0.040         -0.051
        0.248          0.039         -0.059
        0.248          0.038         -0.066
        0.248          0.036         -0.073
        0.248          0.033         -0.079
        0.248          0.030         -0.085
        0.248          0.027         -0.089
        0.248          0.023         -0.093
        0.248          0.018         -0.096
        0.248          0.013         -0.098
        0.248          0.007         -0.100
        0.248          0.000         -0.100

  Cross Section  39
        0.279          0.000          0.173
        0.279          0.007          0.172
        0.279          0.012          0.170
        0.279          0.018          0.166
        0.279          0.022          0.161
        0.279          0.026          0.155
        0.279          0.029          0.148
        0.279          0.032          0.140
        0.279          0.035          0.131
        0.279          0.037          0.121
        0.279          0.038          0.111
        0.279          0.039          0.100
        0.279          0.040          0.089
        0.279          0.041          0.077
        0.279          0.041          0.065
        0.279          0.042          0.053
        0.279          0.042          0.042
        0.279          0.042          0.030
        0.279          0.042          0.018
        0.279          0.042          0.007
        0.279          0.042         -0.004
        0.279          0.042         -0.014
        0.279          0.041         -0.024
        0.279          0.041         -0.034
        0.279          0.040         -0.043
        0.279          0.039         -0.051
        0.279          0.038         -0.059
        0.279          0.037         -0.066
        0.279          0.035         -0.073
        0.279          0.032         -0.079
        0.279          0.029         -0.085
        0.279          0.026         -0.089
        0.279          0.022         -0.093
        0.279          0.018         -0.096
        0.279          0.012         -0.098
        0.279          0.007         -0.100
        0.279          0.000         -0.100

  Cross Section  40
        0.322          0.000          0.171
        0.322          0.006          0.170
        0.322          0.012          0.168
        0.322          0.017          0.164
        0.322          0.021          0.160
        0.322          0.025          0.153
        0.322          0.028          0.146
        0.322          0.031          0.138
        0.322          0.033          0.129
        0.322          0.035          0.120
        0.322          0.037          0.110
        0.322          0.038          0.099
        0.322          0.039          0.088
        0.322          0.039          0.076
        0.322          0.040          0.064
        0.322          0.040          0.053
        0.322          0.040          0.041
        0.322          0.040          0.029
        0.322          0.040          0.018
        0.322          0.040          0.007
        0.322          0.040         -0.004
        0.322          0.040         -0.014
        0.322          0.040         -0.024
        0.322          0.039         -0.034
        0.322          0.039         -0.043
        0.322          0.038         -0.051
        0.322          0.037         -0.059
        0.322          0.035         -0.067
        0.322          0.033         -0.073
        0.322          0.031         -0.079
        0.322          0.028         -0.085
        0.322          0.025         -0.089
        0.322          0.021         -0.093
        0.322          0.017         -0.096
        0.322          0.012         -0.098
        0.322          0.006         -0.100
        0.322          0.000         -0.100

  Cross Section  41
        0.380          0.000          0.167
        0.380          0.006          0.166
        0.380          0.011          0.164
        0.380          0.016          0.160
        0.380          0.020          0.156
        0.380          0.024          0.150
        0.380          0.027          0.143
        0.380          0.029          0.135
        0.380          0.032          0.126
        0.380          0.033          0.117
        0.380          0.035          0.107
        0.380          0.036          0.096
        0.380          0.037          0.085
        0.380          0.037          0.074
        0.380          0.038          0.063
        0.380          0.038          0.051
        0.380          0.038          0.039
        0.380          0.038          0.028
        0.380          0.038          0.017
        0.380          0.038          0.006
        0.380          0.038         -0.005
        0.380          0.038         -0.015
        0.380          0.038         -0.025
        0.380          0.037         -0.034
        0.380          0.037         -0.043
        0.380          0.036         -0.052
        0.380          0.035         -0.059
        0.380          0.033         -0.067
        0.380          0.032         -0.073
        0.380          0.029         -0.079
        0.380          0.027         -0.085
        0.380          0.024         -0.089
        0.380          0.020         -0.093
        0.380          0.016         -0.096
        0.380          0.011         -0.098
        0.380          0.006         -0.100
        0.380          0.000         -0.100

  Cross Section  42
        0.455          0.000          0.160
        0.455          0.006          0.159
        0.455          0.011          0.157
        0.455          0.015          0.154
        0.455          0.019          0.149
        0.455          0.022          0.144
        0.455          0.025          0.137
        0.455          0.027          0.129
        0.455          0.029          0.121
        0.455          0.031          0.112
        0.455          0.032          0.102
        0.455          0.033          0.092
        0.455          0.034          0.082
        0.455          0.035          0.071
        0.455          0.035          0.060
        0.455          0.035          0.048
        0.455          0.035          0.037
        0.455          0.035          0.026
        0.455          0.035          0.015
        0.455          0.035          0.004
        0.455          0.035         -0.006
        0.455          0.035         -0.016
        0.455          0.035         -0.026
        0.455          0.035         -0.035
        0.455          0.034         -0.044
        0.455          0.033         -0.052
        0.455          0.032         -0.060
        0.455          0.031         -0.067
        0.455          0.029         -0.073
        0.455          0.027         -0.079
        0.455          0.025         -0.085
        0.455          0.022         -0.089
        0.455          0.019         -0.093
        0.455          0.015         -0.096
        0.455          0.011         -0.098
        0.455          0.006         -0.100
        0.455          0.000         -0.100

  Cross Section  43
        0.550          0.000          0.150
        0.550          0.005          0.150
        0.550          0.009          0.148
        0.550          0.013          0.145
        0.550          0.017          0.140
        0.550          0.020          0.135
        0.550          0.022          0.129
        0.550          0.025          0.121
        0.550          0.026          0.114
        0.550          0.028          0.105
        0.550          0.029          0.096
        0.550          0.030          0.086
        0.550          0.031          0.076
        0.550          0.031          0.066
        0.550          0.032          0.055
        0.550          0.032          0.045
        0.550          0.032          0.034
        0.550          0.032          0.023
        0.550          0.032          0.013
        0.550          0.032          0.002
        0.550          0.032         -0.008
        0.550          0.032         -0.017
        0.550          0.032         -0.027
        0.550          0.031         -0.036
        0.550          0.031         -0.044
        0.550          0.030         -0.053
        0.550          0.029         -0.060
        0.550          0.028         -0.067
        0.550          0.026         -0.074
        0.550          0.025         -0.080
        0.550          0.022         -0.085
        0.550          0.020         -0.089
        0.550          0.017         -0.093
        0.550          0.013         -0.096
        0.550          0.009         -0.098
        0.550          0.005         -0.100
        0.550          0.000         -0.100

  Cross Section  44
        0.670          0.000          0.137
        0.670          0.004          0.137
        0.670          0.008          0.135
        0.670          0.012          0.132
        0.670          0.015          0.128
        0.670          0.017          0.123
        0.670          0.019          0.117
        0.670          0.021          0.111
        0.670          0.023          0.104
        0.670          0.024          0.096
        0.670          0.025          0.087
        0.670          0.026          0.078
        0.670          0.027          0.069
        0.670          0.027          0.059
        0.670          0.027          0.049
        0.670          0.027          0.039
        0.670          0.027          0.029
        0.670          0.028          0.019
        0.670          0.028          0.009
        0.670          0.028         -0.000
        0.670          0.027         -0.010
        0.670          0.027         -0.019
        0.670          0.027         -0.028
        0.670          0.027         -0.037
        0.670          0.027         -0.045
        0.670          0.026         -0.053
        0.670          0.025         -0.061
        0.670          0.024         -0.068
        0.670          0.023         -0.074
        0.670          0.021         -0.080
        0.670          0.019         -0.085
        0.670          0.017         -0.089
        0.670          0.015         -0.093
        0.670          0.012         -0.096
        0.670          0.008         -0.098
        0.670          0.004         -0.100
        0.670          0.000         -0.100

  Cross Section  45
        0.816          0.000          0.121
        0.816          0.003          0.120
        0.816          0.007          0.119
        0.816          0.009          0.116
        0.816          0.012          0.113
        0.816          0.014          0.108
        0.816          0.016          0.103
        0.816          0.017          0.097
        0.816          0.018          0.091
        0.816          0.019          0.084
        0.816          0.020          0.076
        0.816          0.021          0.068
        0.816          0.021          0.060
        0.816          0.022          0.051
        0.816          0.022          0.042
        0.816          0.022          0.033
        0.816          0.022          0.024
        0.816          0.022          0.014
        0.816          0.022          0.005
        0.816          0.022         -0.004
        0.816          0.022         -0.013
        0.816          0.022         -0.022
        0.816          0.022         -0.030
        0.816          0.022         -0.039
        0.816          0.021         -0.047
        0.816          0.021         -0.054
        0.816          0.020         -0.061
        0.816          0.019         -0.068
        0.816          0.018         -0.074
        0.816          0.017         -0.080
        0.816          0.016         -0.085
        0.816          0.014         -0.089
        0.816          0.012         -0.093
        0.816          0.009         -0.096
        0.816          0.007         -0.098
        0.816          0.003         -0.100
        0.816          0.000         -0.100

  Cross Section  46
        0.992          0.000          0.100
        0.992          0.002          0.100
        0.992          0.005          0.098
        0.992          0.007          0.096
        0.992          0.008          0.093
        0.992          0.010          0.090
        0.992          0.011          0.085
        0.992          0.012          0.080
        0.992          0.013          0.075
        0.992          0.014          0.069
        0.992          0.014          0.062
        0.992          0.015          0.055
        0.992          0.015          0.048
        0.992          0.015          0.041
        0.992          0.016          0.033
        0.992          0.016          0.025
        0.992          0.016          0.017
        0.992          0.016          0.008
        0.992          0.016          0.000
        0.992          0.016         -0.008
        0.992          0.016         -0.017
        0.992          0.016         -0.025
        0.992          0.016         -0.033
        0.992          0.015         -0.041
        0.992          0.015         -0.048
        0.992          0.015         -0.055
        0.992          0.014         -0.062
        0.992          0.014         -0.069
        0.992          0.013         -0.075
        0.992          0.012         -0.080
        0.992          0.011         -0.085
        0.992          0.010         -0.089
        0.992          0.008         -0.093
        0.992          0.007         -0.096
        0.992          0.005         -0.098
        0.992          0.002         -0.100
        0.992          0.000         -0.100

  Cross Section  47
        1.200          0.000          0.075
        1.200          0.001          0.075
        1.200          0.002          0.074
        1.200          0.003          0.072
        1.200          0.004          0.070
        1.200          0.005          0.067
        1.200          0.006          0.064
        1.200          0.006          0.060
        1.200          0.007          0.056
        1.200          0.007          0.051
        1.200          0.007          0.046
        1.200          0.008          0.040
        1.200          0.008          0.034
        1.200          0.008          0.028
        1.200          0.008          0.022
        1.200          0.008          0.015
        1.200          0.008          0.008
        1.200          0.008          0.001
        1.200          0.008         -0.006
        1.200          0.008         -0.014
        1.200          0.008         -0.021
        1.200          0.008         -0.028
        1.200          0.008         -0.036
        1.200          0.008         -0.043
        1.200          0.008         -0.050
        1.200          0.008         -0.057
        1.200          0.007         -0.063
        1.200          0.007         -0.070
        1.200          0.007         -0.075
        1.200          0.006         -0.081
        1.200          0.006         -0.085
        1.200          0.005         -0.090
        1.200          0.004         -0.093
        1.200          0.003         -0.096
        1.200          0.002         -0.098
        1.200          0.001         -0.100
        1.200          0.000         -0.100



