Viper_main
1.00000000	0.00415009
0.90754178	0.01363292
0.81508357	0.02114793
0.72262535	0.02858563
0.63016713	0.03522891
0.53770892	0.04059204
0.44525070	0.04513905
0.35279249	0.04647647
0.26033427	0.04324133
0.16787605	0.03874641
0.07541784	0.02348666
0.03333333	0.01398613
0.02708333	0.01219646
0.02083333	0.01013654
0.01458333	0.00777658
0.00833333	0.00527005
0.00208333	0.00000000
0.00833333	-0.00527005
0.01458333	-0.00777658
0.02083333	-0.01013654
0.02708333	-0.01219646
0.03333333	-0.01398613
0.07541784	-0.02348666
0.16787605	-0.03874641
0.26033427	-0.04324133
0.35279249	-0.04647647
0.44525070	-0.04513905
0.53770892	-0.04059204
0.63016713	-0.03522891
0.72262535	-0.02858563
0.81508357	-0.02114793
0.90754178	-0.01363292
1.00000000	-0.00415009
