NACA0008
 1.00000     0.00000
 0.99280     0.00067
 0.97989     0.00186
 0.96352     0.00334
 0.94455     0.00502
 0.92350     0.00683
 0.90075     0.00875
 0.87658     0.01073
 0.85123     0.01275
 0.82489     0.01478
 0.79774     0.01681
 0.76991     0.01883
 0.74154     0.02081
 0.71275     0.02275
 0.68365     0.02463
 0.65434     0.02645
 0.62492     0.02818
 0.59547     0.02983
 0.56607     0.03138
 0.53680     0.03281
 0.50774     0.03412
 0.47895     0.03531
 0.45050     0.03635
 0.42246     0.03724
 0.39488     0.03797
 0.36782     0.03854
 0.34135     0.03893
 0.31551     0.03914
 0.29035     0.03916
 0.26594     0.03899
 0.24231     0.03863
 0.21951     0.03807
 0.19760     0.03732
 0.17661     0.03637
 0.15660     0.03523
 0.13760     0.03390
 0.11965     0.03238
 0.10280     0.03069
 0.08709     0.02882
 0.07256     0.02679
 0.05924     0.02461
 0.04717     0.02227
 0.03639     0.01980
 0.02694     0.01719
 0.01885     0.01446
 0.01215     0.01162
 0.00688     0.00866
 0.00308     0.00560
 0.00078     0.00243
 0.00000    -0.00084
 0.00078    -0.00411
 0.00308    -0.00728
 0.00688    -0.01034
 0.01215    -0.01330
 0.01885    -0.01614
 0.02694    -0.01887
 0.03639    -0.02148
 0.04717    -0.02395
 0.05924    -0.02629
 0.07256    -0.02847
 0.08709    -0.03050
 0.10280    -0.03237
 0.11965    -0.03406
 0.13760    -0.03558
 0.15660    -0.03691
 0.17661    -0.03805
 0.19760    -0.03900
 0.21951    -0.03975
 0.24231    -0.04031
 0.26594    -0.04067
 0.29035    -0.04084
 0.31551    -0.04082
 0.34135    -0.04061
 0.36782    -0.04022
 0.39488    -0.03965
 0.42246    -0.03892
 0.45050    -0.03803
 0.47895    -0.03699
 0.50774    -0.03580
 0.53680    -0.03449
 0.56607    -0.03306
 0.59547    -0.03151
 0.62492    -0.02986
 0.65434    -0.02813
 0.68365    -0.02631
 0.71275    -0.02443
 0.74154    -0.02249
 0.76991    -0.02051
 0.79774    -0.01849
 0.82489    -0.01646
 0.85123    -0.01443
 0.87658    -0.01241
 0.90075    -0.01043
 0.92350    -0.00851
 0.94455    -0.00670
 0.96352    -0.00502
 0.97989    -0.00354
 0.99280    -0.00235
 1.00000    -0.00168
