NACA0004
 1.00000     0.00042
 0.99280     0.00076
 0.97989     0.00135
 0.96352     0.00209
 0.94455     0.00293
 0.92350     0.00384
 0.90075     0.00479
 0.87658     0.00578
 0.85123     0.00679
 0.82489     0.00781
 0.79774     0.00883
 0.76991     0.00983
 0.74154     0.01083
 0.71275     0.01180
 0.68365     0.01274
 0.65434     0.01364
 0.62492     0.01451
 0.59547     0.01533
 0.56607     0.01611
 0.53680     0.01682
 0.50774     0.01748
 0.47895     0.01807
 0.45050     0.01859
 0.42246     0.01904
 0.39488     0.01941
 0.36782     0.01969
 0.34135     0.01988
 0.31551     0.01999
 0.29035     0.02000
 0.26594     0.01991
 0.24231     0.01973
 0.21951     0.01945
 0.19760     0.01908
 0.17661     0.01860
 0.15660     0.01803
 0.13760     0.01737
 0.11965     0.01661
 0.10280     0.01576
 0.08709     0.01483
 0.07256     0.01382
 0.05924     0.01272
 0.04717     0.01156
 0.03639     0.01032
 0.02694     0.00902
 0.01885     0.00765
 0.01215     0.00623
 0.00688     0.00475
 0.00308     0.00322
 0.00078     0.00163
 0.00000     0.00000
 0.00078    -0.00163
 0.00308    -0.00322
 0.00688    -0.00475
 0.01215    -0.00623
 0.01885    -0.00765
 0.02694    -0.00902
 0.03639    -0.01032
 0.04717    -0.01156
 0.05924    -0.01272
 0.07256    -0.01382
 0.08709    -0.01483
 0.10280    -0.01576
 0.11965    -0.01661
 0.13760    -0.01737
 0.15660    -0.01803
 0.17661    -0.01860
 0.19760    -0.01908
 0.21951    -0.01945
 0.24231    -0.01973
 0.26594    -0.01991
 0.29035    -0.02000
 0.31551    -0.01999
 0.34135    -0.01988
 0.36782    -0.01969
 0.39488    -0.01941
 0.42246    -0.01904
 0.45050    -0.01859
 0.47895    -0.01807
 0.50774    -0.01748
 0.53680    -0.01682
 0.56607    -0.01611
 0.59547    -0.01533
 0.62492    -0.01451
 0.65434    -0.01364
 0.68365    -0.01274
 0.71275    -0.01180
 0.74154    -0.01083
 0.76991    -0.00983
 0.79774    -0.00883
 0.82489    -0.00781
 0.85123    -0.00679
 0.87658    -0.00578
 0.90075    -0.00479
 0.92350    -0.00384
 0.94455    -0.00293
 0.96352    -0.00209
 0.97989    -0.00135
 0.99280    -0.00076
 1.00000    -0.00042
