Bixler2
1.000000000	0.01025641
0.974358974	0.014838426
0.948717949	0.018923274
0.923076923	0.022037746
0.897435897	0.025140098
0.871794872	0.027274178
0.846153846	0.029903579
0.820512821	0.032033172
0.794871795	0.03468673
0.769230769	0.037283902
0.743589744	0.039420325
0.717948718	0.041530526
0.692307692	0.043188572
0.666666667	0.04532958
0.641025641	0.046941716
0.615384615	0.048607835
0.58974359	0.050237704
0.564102564	0.051917397
0.538461538	0.053474285
0.512820513	0.054125481
0.487179487	0.055333717
0.461538462	0.056477585
0.435897436	0.057618684
0.41025641	0.058444253
0.384615385	0.058943022
0.358974359	0.058998291
0.333333333	0.059197291
0.307692308	0.059000289
0.282051282	0.05814814
0.256410256	0.056979503
0.230769231	0.055153054
0.205128205	0.053307656
0.179487179	0.050970152
0.153846154	0.047894658
0.128205128	0.043004457
0.102564103	0.037503619
0.076923077	0.030556211
0.051282051	0.021349735
0.025641026	0.009604779
0.018471781	0.005996157
0.007692308	-0.001314217
0.001382233	-0.008421131
0.000000000	-0.012820513
0.000232729	-0.014698351
0.006866924	-0.027283541
0.016721514	-0.034600145
0.025641026	-0.038707464
0.051282051	-0.047180027
0.076923077	-0.051282956
0.102564103	-0.053915165
0.128205128	-0.056078452
0.153846154	-0.057417851
0.179487179	-0.057607388
0.205128205	-0.057650859
0.230769231	-0.057426886
0.256410256	-0.057102087
0.282051282	-0.056549454
0.307692308	-0.056231393
0.333333333	-0.055358823
0.358974359	-0.054754435
0.384615385	-0.053802846
0.41025641	-0.052745761
0.435897436	-0.052116435
0.461538462	-0.050769566
0.487179487	-0.049529218
0.512820513	-0.048183532
0.538461538	-0.046332488
0.564102564	-0.044159837
0.58974359	-0.042044338
0.615384615	-0.03921071
0.641025641	-0.036291206
0.666666667	-0.033371933
0.692307692	-0.030707206
0.717948718	-0.028012474
0.743589744	-0.026050037
0.769230769	-0.024124941
0.794871795	-0.022451389
0.820512821	-0.020310497
0.846153846	-0.018136994
0.871794872	-0.015968464
0.897435897	-0.013808239
0.923076923	-0.011625286
0.948717949	-0.010290849
0.974358974	-0.008954407
1.000000000	-0.01025641
