Bixler2
 1.00163     0.00987
 0.98801     0.01252
 0.96283     0.01720
 0.93653     0.02115
 0.90989     0.02479
 0.88405     0.02764
 0.85790     0.03045
 0.83135     0.03322
 0.80401     0.03620
 0.77577     0.03954
 0.74773     0.04231
 0.71997     0.04498
 0.69294     0.04711
 0.66601     0.04972
 0.63817     0.05181
 0.60940     0.05409
 0.58036     0.05633
 0.55206     0.05862
 0.52543     0.06001
 0.49845     0.06134
 0.47022     0.06307
 0.44161     0.06473
 0.41294     0.06609
 0.38449     0.06703
 0.35632     0.06748
 0.32800     0.06805
 0.29995     0.06798
 0.27133     0.06729
 0.24351     0.06602
 0.21540     0.06437
 0.18733     0.06241
 0.16020     0.05982
 0.13426     0.05557
 0.10721     0.05026
 0.08179     0.04404
 0.05852     0.03655
 0.03690     0.02761
 0.02073     0.02009
 0.01196     0.01498
 0.00634     0.01063
 0.00256     0.00660
 0.00054     0.00310
-0.00000    -0.00000
 0.00070    -0.00348
 0.00235    -0.00772
 0.00535    -0.01250
 0.01016    -0.01734
 0.01803    -0.02236
 0.03165    -0.02833
 0.05072    -0.03451
 0.07286    -0.03849
 0.09998    -0.04171
 0.12781    -0.04444
 0.15485    -0.04615
 0.18247    -0.04666
 0.21092    -0.04703
 0.23964    -0.04711
 0.26792    -0.04697
 0.29555    -0.04692
 0.32273    -0.04656
 0.35032    -0.04615
 0.37845    -0.04561
 0.40650    -0.04478
 0.43349    -0.04447
 0.46081    -0.04340
 0.48932    -0.04240
 0.51773    -0.04119
 0.54596    -0.03936
 0.57404    -0.03740
 0.60146    -0.03515
 0.62983    -0.03227
 0.65835    -0.02937
 0.68651    -0.02677
 0.71407    -0.02419
 0.74153    -0.02240
 0.76955    -0.02067
 0.79725    -0.01918
 0.82558    -0.01713
 0.85454    -0.01506
 0.88334    -0.01302
 0.91109    -0.01092
 0.93743    -0.00962
 0.96289    -0.00848
 0.98530    -0.00861
 0.99837    -0.00987
