Bixler21
 1.00000     0.00000
 0.98641     0.00282
 0.96128     0.00781
 0.93503     0.01207
 0.90844     0.01603
 0.88265     0.01918
 0.85655     0.02230
 0.83005     0.02537
 0.80276     0.02866
 0.77458     0.03232
 0.74659     0.03539
 0.71888     0.03837
 0.69190     0.04079
 0.66501     0.04368
 0.63722     0.04607
 0.60850     0.04865
 0.57951     0.05118
 0.55126     0.05376
 0.52467     0.05541
 0.49773     0.05701
 0.46955     0.05901
 0.44098     0.06095
 0.41236     0.06258
 0.38395     0.06378
 0.35583     0.06449
 0.32755     0.06532
 0.29954     0.06550
 0.27096     0.06506
 0.24318     0.06403
 0.21511     0.06263
 0.18708     0.06090
 0.15999     0.05854
 0.13408     0.05450
 0.10707     0.04941
 0.08168     0.04340
 0.05844     0.03609
 0.03685     0.02732
 0.02070     0.01993
 0.01194     0.01489
 0.00633     0.01058
 0.00256     0.00658
 0.00054     0.00310
 0.00000     0.00000
 0.00070    -0.00347
 0.00235    -0.00770
 0.00536    -0.01246
 0.01017    -0.01726
 0.01805    -0.02222
 0.03169    -0.02808
 0.05079    -0.03411
 0.07295    -0.03792
 0.10011    -0.04092
 0.12798    -0.04342
 0.15505    -0.04491
 0.18271    -0.04519
 0.21120    -0.04532
 0.23996    -0.04515
 0.26828    -0.04477
 0.29595    -0.04447
 0.32317    -0.04387
 0.35081    -0.04321
 0.37898    -0.04241
 0.40707    -0.04132
 0.43410    -0.04075
 0.46147    -0.03942
 0.49002    -0.03814
 0.51848    -0.03665
 0.54676    -0.03454
 0.57488    -0.03230
 0.60235    -0.02977
 0.63077    -0.02659
 0.65934    -0.02339
 0.68755    -0.02049
 0.71516    -0.01762
 0.74267    -0.01553
 0.77074    -0.01349
 0.79849    -0.01169
 0.82687    -0.00932
 0.85589    -0.00691
 0.88474    -0.00454
 0.91255    -0.00211
 0.93894    -0.00049
 0.96445     0.00095
 0.98690     0.00110
 1.00000     0.00000
